DYNC1I1
WDR76
SKIL
FOXO4
PKD1
ZWILCH
ERCC3
FBXO31
CHMP2B
CAMK2A
FAP
CEP135
KAT14
TUBGCP6
HEPACAM
CCNT2
BUB1B
CCNT1
SMC3
CREBL2
AURKC
SOX4
CDC42
MYBBP1A
KIF20A
CCNI
YY1AP1
AUNIP
ZNF703
HINFP
TNKS
THBS1
ERCC1
BMP4
BMP2
EXO1
CEP164
RASSF2
SPIN2B
TRIM35
NCAPG
KLHDC3
FBXO6
E9PMD0
PAK2
MAPK7
MAP2K5
RPA4
PAK1
ERN2
SNX18
NDEL1
PRKAA1
IK
CHAF1B
CHAF1A
TBCD
GPR3
E4F1
ZBTB17
FSD1
CENPO
BORA
RANGAP1
PSRC1
BRD4
MIF
DIAPH2
MKI67
CLTA
EDN3
BID
CTDSPL
CETN3
SPAG5
CCND1
GJC2
MTA3
HAUS2
MDM4
THAP1
WAC
GPS1
ODF2
TBX3
SRC
TFAP4
TRIM32
STK4
CDC16
FANCA
MLST8
PPP1R12A
PPM1G
ALKBH4
TP73
ETAA1
KATNB1
SLC2A8
AATF
RAD51B
GADD45A
RNF212B
BABAM2
NDE1
BTG4
MAD2L1
SRSF5
POU4F1
SART1
GPS2
XPC
OPN1MW
OPN1LW
NTMT1
PPP1R9B
PSMD2
CEP250
RNF112
HECW2
CNTLN
SPECC1L
ATRX
CCNL2
NIPBL
PHF23
NBN
PFDN1
HUS1
HGF
USP28
TUBGCP5
ERBIN
CKS1B
PPM1D
ALOX15B
CDCA2
FANCG
RAB8A
SYCE1L
CEP68
SLC26A8
MAPK13
NR2F2
UIMC1
ZBTB49
ATAD5
GOLGA2
INTS13
NUP188
ARL8B
FANCI
TRIM36
RIF1
CDC14B
SEPT11
MARVELD1
UHRF2
TUBGCP2
POM121C
CDK15
SMARCD3
ARHGEF11
CEP290
RHNO1
KIF3B
ZNF385A
PER2
CAB39L
RBM14
WDR62
ARHGEF10
NOX5
TXLNG
RAD9B
CENPU
PPP3CA
RPRD1B
GPSM2
RAD1
EHMT1
CNOT10
LMNA
FOXM1
PHF8
ZNF830
PIBF1
HSP90AA1
B9D2
PML
BRINP1
NABP2
EVI5
CDC25A
SEPT6
RANBP3
RFWD3
GIGYF2
RNF167
POLA2
FOSL1
SMC2
ZFP42
AZI2
FEN1
HEXIM2
RASSF1
NSMCE2
BCAT1
LATS2
REEP4
PRKAG1
MRE11
TMPRSS11A
HAUS4
HBP1
POLE3
SH2B1
NR4A1
IL12B
IL12A
LIG4
NUPR1
HAUS5
CDK14
CTCFL
BOD1L2
PARD3B
PARD3
WASL
SUN1
C10orf99
CDKL4
PHACTR4
DYNLT1
PIK3R4
DYNLL1
NUP88
PPP2R2A
MAP3K14
UBE2B
SEPT12
RAB11FIP4
RHOC
USP3
GLI1
EYA1
NUP210
DCLRE1B
DOT1L
TEX11
PDPN
FANCM
PA2G4
GSPT2
RAB35
CCNE2
CHEK2
PAK4
YWHAG
DIS3L2
PTPRK
CCDC36
EPGN
MAPRE3
PKIA
SLX4
GNAI2
RB1CC1
ARNTL
YAF2
DDIAS
NEK7
GNAI1
STK10
STAT5B
KIF18B
SASS6
SMC5
PRCC
PSMD1
UBE2D1
PSMD7
TYMS
KDM8
ABCB1
VPS4A
TICRR
GATA6
PID1
MICAL3
SPC25
G3V2T6
TRIM71
PKP4
BAP1
NR4A3
TSC1
KIF2C
HASPIN
GFI1
CENPJ
PLD6
SPDYA
MAPK12
VASH1
SFI1
TAOK1
DUSP1
IGF2
FGFR2
CDK10
INS
CNOT9
RANBP1
UBE2C
PNPT1
FBXO7
CENPI
SIX6OS1
NUP93
ARID3A
CIB1
TSG101
PCNP
MEPCE
STAG1
PPP1R1C
MAPRE2
TERF2
CHTF18
TACC3
KIF15
FER
SOX9
SOX2
TXNL4A
MED25
CHMP7
HELLS
UBE2E1
CCNG1
NEK4
NEK3
NEK2
SNX33
MNAT1
CCNH
PHLDA1
CITED2
RBBP8
ORAOV1
PDCD6IP
NUP133
STIL
SHB
CEP55
SYCP1
RPS6KA1
PPP5C
ATR
CHMP5
EIF4EBP1
CAMK2G
NAE1
NUPR2
ADARB1
CHMP1A
RECQL5
INHBA
BCL6
MEIOB
TDRD1
CDH13
TEX12
CDKN2D
RPS3
NSUN2
BRCC3
HECA
WAPL
UBC
ZFP36L1
PARD6G
HSF1
CLTC
TMEM8B
CKS2
AFAP1L2
LSM11
FOXN3
CEP41
KIF2B
TET2
BIN1
TUBG1
MAJIN
MEI1
SFPQ
SON
REC114
MINK1
NIN
IST1
CDK4
SLC16A1
HAUS6
CDK5
CDK6
CDKL1
PSMA8
CDK3
ADCYAP1
KLHDC8B
THOC5
WNT10B
IL1B
IL1A
USP19
IFNG
RYBP
USP51
SFRP1
STAG2
RBL1
HEXIM1
CRLF3
PIWIL4
PIWIL3
GMNC
HSP90AB1
FGF8
PSMC4
CLASP1
GEM
PSMD4
FEM1B
AIF1
HCFC1
MLF1
EPB41L2
POGZ
RGPD4
PIDD1
PSMB11
RSPH1
KAT2B
AHCTF1
MSH2
DHCR24
MNT
TOP2A
ZNF207
APBB2
RAD50
FGFR1
NEUROG1
ERCC4
KCTD11
BMP7
ERCC2
SEPT1
C6orf89
CDC7
PIM1
FLNA
PSMA5
PSMB4
ABRAXAS1
ORC5
TBCE
PPP2R2B
TNFAIP3
CSNK1D
MCM10
CSNK1A1
CDK1
CDCA3
RRAGA
GDPD5
RAD9A
BAD
CGREF1
MYOCD
TMEM250
AKT1
BCR
JTB
PRR5
SDCBP
MAP3K4
PES1
SYCP3
FAM9A
FAM9B
CDK11B
FAM9C
ASPM
ARHGEF2
STK25
UBE2I
PDCD4
RPL24
CGRRF1
STK11
WHAMMP3
RHOU
RACK1
MAP4K1
PKMYT1
CDK20
COPS5
DAZL
UPF1
MYO16
PHB2
MEIOC
SKP1
RRM2
RPS6KA3
DYNLT3
PRKAR2B
DLGAP5
TNF
KMT2E
RHEB
WASHC1
JUND
H1FOO
RPS6KA2
E2F5
ZMYND11
TGFBR1
ACVR1B
PSMD14
CEP152
TRIM37
RNF8
RALB
RALA
TAF1L
MADD
NUBP1
ATRIP
CCNB1
NES
TGM1
CCNC
PRKAR1A
HTT
CDKN1C
DBF4B
TUBGCP3
AKAP9
VRK1
CDCA8
SEPT5
BARD1
CDC6
SPAG8
MAP3K3
PHIP
BRCA1
AKT2
PAFAH1B1
SLC6A4
MITD1
EPB41
RNASEH2B
PLK1
RPS27L
CCNB3
SPIRE2
CKAP2
HSPA8
MAPRE1
ASZ1
TBRG1
MZT1
MED1
TRIP13
FAM58A
CLTCL1
INSR
BRSK1
SPICE1
PGGT1B
MAPK1
CCAR2
CENPL
SYCE1
CABLES1
CNTROB
RPTOR
TAS1R2
PTPA
GML
CDC5L
SFN
RNF2
DDX12P
PROX1
P3H4
C2CD3
NPM1
EIF4E
RRAGD
EZH2
PHF13
TAF1
MAEA
MSX1
HAUS8
POLD1
STMN1
TRIM21
CNOT1
MAP2K4
CBX5
PPP2R1A
CDK7
SGO2
LLGL2
HDAC8
PMF1
TFDP2
TFDP1
CDC73
GAS7
SCRIB
AAAS
MAP2K1
UBD
BOP1
EP300
PSMF1
NUP214
PSMB10
MYOG
GSPT1
DDIT3
RPRM
TAF10
DLG1
ANK3
DNM2
EPS8
ASCL1
ERF
CEP63
SMARCA4
DNA2
HORMAD1
MGA
DUSP13
PAX6
USP44
DCUN1D3
TFDP3
CDK5R1
TEX14
KIF14
POLD3
RRS1
MAP3K8
NCAPD2
SEPT2
ABRAXAS2
MAD2L1BP
PSMD6
WTAP
PCLAF
NCAPH
UBB
ZC3HC1
NAA10
WNT5A
RGS2
CDKL3
CHTF8
CSNK2A1
FZD9
CETN2
KIF2A
NDRG1
EML4
STRADA
MISP
PTK6
KLLN
CEP97
MAP2K2
TIMP2
TP53
TOPBP1
PIWIL2
M1AP
GBF1
DDX39B
RANBP3L
DUSP3
TTN
TLK2
SAPCD2
RINT1
ERCC6L
GTPBP4
NUF2
CCNF
CDK2
REEP3
LIG1
SYCE3
RBL2
PBRM1
FHL1
TP53BP2
CUL4B
CUL4A
CUL3
CUL2
CUL1
SETD2
CTC1
METTL3
RAE1
NOTCH1
CDKN1B
PTPN3
STXBP4
NEK10
PARD6B
PCGF6
CCNE1
WNT4
STEAP3
CCNA1
TUBB4A
PKD2
NEUROD1
DCTN2
NRK
TPRA1
MDM1
MAP4K3
CROCCP3
HFM1
IQGAP3
TUBB4B
UBA3
TUBA4A
LEP
RRAGC
CLSPN
TTC19
EGFL6
ARL3
ARL2
RUNX3
CENPP
SIAH1
PIM3
CRADD
UHMK1
ROPN1B
BTG2
CCSAP
ADAM17
ESCO2
MPLKIP
PRKDC
CUZD1
PTPRC
MAGI2
BRDT
RHOA
USP37
PHC1
SRPK2
MRNIP
BEX2
PIN1
EIF4G2
FANCD2
RNF4
SDCCAG8
CROCCP2
MOV10L1
TEX15
NUSAP1
CHMP4A
RTFDC1
PAXIP1
ESX1
POLA1
A0A0U1RQJ8
TOM1L2
TRNP1
NANOGP8
NINL
MEI4
HEPACAM2
NPM2
CECR2
SLC9A3R1
UBE2L3
OVOL1
STOX1
BIRC2
FGF10
CLOCK
TOP3A
NUPL2
FOXE3
PDS5A
FBXO5
UNC119
IKZF1
CNOT2
KIZ
ILK
ORC2
NOP53
CDKN1A
PHOX2B
MRPL41
PSMB7
CAV2
CACUL1
ASNS
SIRT2
MAPK4
MECP2
ANKLE2
PPP2R5B
NCAPG2
PCM1
PEA15
TGFB2
SUPT5H
SKA3
POLD4
MEN1
UBR2
PSMD9
PSMD12
RAD54L
URGCP
CUL9
APBB1
BRSK2
SLF2
BRCA2
CCAR1
PELO
CCNYL2
NDC80
MEIS2
SAC3D1
CHEK1
PTGS2
TERT
SSTR5
PRMT5
NUDT15
MAP2K7
APAF1
ANXA1
DTYMK
SLC25A33
KIF20B
NEK1
APC
TAOK2
ID2
CEP76
CYP1A1
RBBP4
SEC13
ESRRB
RFC1
RFC2
RFC4
RPA3
RDX
NF2
PCGF2
BMI1
PAF1
CFL1
SLFN11
RTEL1
CDK12
CENPV
ORC1
HORMAD2
PLK2
HNRNPU
GTSE1
HSMCR30
STRA8
CNTRL
HMG20B
SEPT10
DCLRE1A
SYCP2
TOP6BL
ANKRD17
YEATS4
ZNF655
PSMD11
CDK19
BRIP1
ANAPC15
PRMT2
CCDC155
CLIC1
FOXA1
FOXG1
ALMS1
LIN9
RPS6KB1
RNF212
RCC1
THAP5
SPIRE1
DIXDC1
RB1
NKX3-1
KLHL22
PSMD8
CENPQ
USP39
SETMAR
PPP6C
PSMB5
PSMB6
UTP14C
PSMB9
PSMB8
SKA2
KIF4B
TUBA1A
SPIN1
E2F3
TDRD12
MAP3K19
SPDYC
PRMT1
HAUS7
SPIN2A
TRAPPC12
MIS18BP1
RXFP3
INTS7
CDC25B
STARD9
KANK2
DEUP1
CEP131
CAMK1
CKAP5
CDK13
XPO1
MYH10
MYH9
GAK
CENPM
MSH5
HERC5
ITGB1
RRP8
KCNA5
CNPPD1
RCBTB1
SBDS
HSPA1B
NLRP2B
RFC3
RFC5
RAB6C
SUGT1
TDRD9
PAPD5
GIT1
TDRKH
NABP1
STAG3
SH3GLB1
LEMD3
MAP3K2
ING2
PPP2R2C
AXIN2
POLDIP2
LAMTOR2
RBM38
MYO19
CTDNEP1
MASTL
CLIP1
CXCL8
LPIN1
GINS1
RABGAP1L
CCNY
SMC1A
MELK
MDC1
ESPL1
PUM1
INCA1
CEP78
SSX2IP
ATF5
PYHIN1
TAOK3
CCNA2
TTYH1
BOD1
ANXA11
WDR6
HIPK2
PSMC6
ARF6
FMN2
NUP62
CCNDBP1
PSMA4
PSMA3
PSMA2
PSMA1
GADD45G
KIF4A
SLBP
ZWINT
TP63
HES1
BECN1
MLH1
PDE3A
CDK5RAP3
LIG3
PRDM5
PSMC2
ANAPC10
ANKLE1
PRKAA2
CHMP4B
HSPA2
HPGD
YWHAE
RPS15A
KCNH5
KLHL21
ZNF503
USP8
TUBE1
ING1
FBXL7
CDT1
DUX4
HMGN5
TERB2
NUP153
BTRC
DNMT3L
CDC23
ANAPC5
ANAPC4
DBF4
HJURP
NUDC
LZTS1
GINS2
OSGIN2
SPAST
DMTF1
JAG2
PAPD7
NUP107
PCBP4
ERH
SIX3
SLC38A9
ARF1
ZNF268
LEMD2
SPC24
POC1A
MCM6
DMC1
CALM3
ORC3
TP53I13
SMAD3
URS00001E3523_9606
URS00003F2D94_9606
URS00005B3525_9606
URS00000F6E49_9606
URS0000759ECA_9606
URS00003D1AE3_9606
URS00000E5433_9606
URS00004BCD9C_9606
URS000075DC5B_9606
URS00002C6949_9606
URS000032BD73_9606
URS00004996E9_9606
URS00002F4D78_9606
URS0000272A3D_9606
URS00004DC6C5_9606
URS000059C31C_9606
URS00004AD914_9606
URS000039ED8D_9606
URS00005CACA0_9606
URS0000101689_9606
URS0000170CF4_9606
URS000016D2D4_9606
URS00004C9052_9606
URS0000298BA3_9606
URS0000272A92_9606
URS000030BD69_9606
URS000024463E_9606
URS000014D9C1_9606
TGFB1
TGFA
EGF
GAS2L1
KIAA0753
PDGFB
SDCCAG3
HRAS
GPER1
CEP192
MYC
PRKCD
WHAMM
CENPT
CDC26
HUS1B
GMNN
CNOT8
H2AFX
NUP205
AGO4
SGO1
CARM1
PPP1CC
CEP57L1
PLK4
HACE1
USP33
EML1
LZTS2
MRGPRX2
GEN1
SPOUT1
DYNC1I2
BAG6
MND1
NUP50
PTTG2
PTTG3P
CENPS
NUP54
PLA2G16
MARF1
ORC6
MAD1L1
GADD45B
PARP3
SPO11
MTBP
DYNC1LI1
CUL7
PSME4
PRKCB
NUMA1
TTL
NEK11
FIGN
NOLC1
POLD2
KPNB1
PSMD10
BCL2
GPNMB
MAP2K6
SIRT1
CTDP1
YTHDF2
SEPT3
FES
SEH1L
SUSD2
NUP35
NUP37
NUP43
MAPK3
FLCN
PSMB1
OR1A2
MUC1
RBM7
PPME1
RPA2
CHMP4C
CHFR
RPS6
RHOB
EIF4G1
EXD1
CEP70
FGFR1OP
TPR
MLXIPL
CENPH
AKAP8L
TPX2
DSN1
MCM7
VCPIP1
PLAGL1
CCP110
UBE2S
TXNIP
BTBD18
HSPA1A
FZR1
TUBB8
CSNK1E
CNOT6
TUSC2
PRIM2
PRIM1
EFHC1
NSL1
CCPG1
INO80
PIWIL1
PDS5B
PCID2
MCTS1
ID4
PPP1R15A
ORC4
GAS2
OXSR1
CNOT11
USP17L2
WIZ
TUNAR
FBXO4
CDKN3
AJUBA
MAPK6
RASSF4
TUBB
TERF1
ZNF318
KIF18A
NEDD1
E2F6
ERN1
SYF2
KATNA1
ECD
SPATA22
SEPT9
CHORDC1
MLH3
TIPRL
RGS14
CDC45
NME6
TACC1
TOM1L1
PRPF40A
LAMTOR3
RIDA
CD2AP
KIF11
LILRB1
LAMTOR5
RAD51C
MSH6
DHFR
SUN2
MAU2
CASP3
STK39
CAPN3
UBA52
RPS27A
E2F4
AKAP8
BLCAP
PPP2R3B
HAUS1
SPDL1
CCDC124
KNL1
USH1C
ANGEL2
OPTN
USP16
CDC37
MAPK14
DDB1
XRCC3
XRCC2
CDKN2C
CDKN2B
CDKN2A
CRY1
PKN2
POM121
KIF13A
CENPK
TP53INP1
ANAPC13
BLM
SPRY2
CENPF
CENPA
NUP155
KRT18
CDC34
LIN37
OFD1
ANAPC1
TAL1
ENSA
USP2
MCM8
PRKAB2
NUP98
CENPN
CCDC8
TRIAP1
HMGA2
CALR
PPAT
MAP10
CAB39
CNOT7
MOS
EME2
EGFR
ABL1
NCAPD3
AURKB
PDXP
DIRAS3
LRP5
MAP4K5
IRF1
CCNK
CNOT3
STAMBP
CNOT4
APPL2
RAB11FIP3
PCNT
OBSL1
LFNG
ROCK2
PSMD3
KLK10
DYNC1LI2
NPR2
MX2
KIF22
CSPP1
DACH1
ARL8A
MNS1
PINX1
CROCC
HMCN1
MAD2L2
PRKAB1
NR2E1
PIK3C3
SKA1
KNSTRN
MIS12
FAM32A
SIPA1
RABGAP1
RARA
MYBL2
MYBL1
MYB
SMC1B
BAK1
SUV39H1
HTRA2
TSPYL2
SLK
OIP5
EPC1
CASP8AP2
ZNF16
CDC123
TRIOBP
TLK1
RAD51D
DDRGK1
APPL1
IL10
TNIK
SGSM3
UXT
PRKACA
FBXW11
C2orf40
LAMTOR1
MAP4K4
PSME1
SSNA1
RUVBL1
PIM2
DAB2IP
ANAPC2
ANAPC7
MS4A3
SENP5
CCNG2
RBBP7
CCNL1
MAP4
APEX2
PSME2
RAD51
MAP9
E2F1
TPD52L1
SPTBN1
RRAGB
SMARCAD1
SEPT4
SIAH2
JUN
RANBP2
RAD21L1
CDK11A
FAM83D
FLT3LG
BRD7
DAPK3
CTGF
MCM2
ZFYVE26
DPEP3
TUBB1
PLK3
PSMB2
PSMB3
MAEL
CEBPA
CTCF
WBP2NL
CLASP2
CDK2AP2
CCNB1IP1
RAD17
PARD6A
USP47
RING1
DCTN3
PIAS1
PAK3
L3MBTL1
GTF2H1
ZFYVE19
FBXL15
RPS27
RACGAP1
PSMD5
KIF25
E2F7
FNTB
CHMP3
LRP6
CDK8
TTC28
CHMP6
ZFP36L2
CD28
NASP
PHC3
BANF1
THOC1
BUB3
BUB1
EED
TADA3
LCMT1
PRC1
PLRG1
CHMP2A
BRINP3
PTPN11
NACC2
SPRY1
APEX1
RPA1
PIMREG
RASA1
DYNLL2
CXCR5
KIF3A
SERTAD1
UVRAG
CDCA5
MCPH1
DDX11
CASP2
PTTG1
CTNNB1
NLE1
MCMBP
POLE
TARDBP
BCL2L1
CBX3
BAX
PAGR1
DRD2
BOLL
TOPAZ1
ANKRD53
KIF23
CABLES2
NANOS3
NANOS2
CENPE
BANP
CTDSP2
NDC1
CIT
MAP3K20
STAT3
EDN1
NEDD9
BBS4
CSNK2A2
SENP6
escrt-iii_human
ccnk-cdk13_human
ccnl1-cdk11a_human
ccnl2-cdk11a_human
ccny-cdk14_human
cak_human
cdk5-p35_human
PCNA
PRR11
BCL2L11
FAM58BP
CHAMP1
GADD45GIP1
TUBGCP4
PRKAG2
DNMT3A
MAPKAPK2
PRKAG3
LIN52
NCOR1
JUNB
LATS1
PKHD1
H2AFY
VPS4B
PRKCA
FKBP6
CENPX
HMMR
STK24
ZPR1
SBK2
RAD54B
WEE2
ANAPC16
LAMTOR4
SNX9
SEPT7
RBX1
ACVR1
NUDT16
RMI2
DMRT1
RPL23
RAN
NOTCH2
STK3
TMEM67
EID1
MTOR
